campo1,campo2,campo3,clase
-4.173031924643639,-2.807770971811545,3.8615863869283222,A
-4.216892687430926,-2.0707282027238345,4.722575960738774,A
-2.0272374444183225,-3.470075886673393,6.058358103978443,A
-4.2881407783425125,-1.9552622919029008,4.686299308282596,A
-2.6002793197044514,-3.378577989298349,5.47057847044109,A
-4.258621039742135,-4.344130320965839,0.8115838631447545,A
-2.3508118136566556,-3.348343122049667,5.9121332215181415,A
-4.284508748181594,-1.9814732345474368,4.480391696748526,A
-3.5721543611100923,-3.0003889936082575,4.7028977609524025,A
-3.4329581850480775,-4.668871360937894,1.6414168243776608,A
-2.7073056440968815,-2.16668642051045,7.150858206277955,A
-1.3586485239922932,-3.8300096039374245,5.887253589212628,A
-3.1844549574149115,-2.378204560221459,6.054172900278898,A
-2.355629055429901,-4.551828259026863,3.492913400784561,A
-1.7976547903848745,-4.279675479074786,4.76882720234771,A
-2.9479978109953,-3.0657429300085903,5.624363217336464,A
-2.4776011406817355,-4.077864911967058,4.487826781398315,A
-2.4042799299047797,-2.578498853253856,7.101595500553732,A
-3.9219413214268153,-3.071969155267576,3.9716599948370552,A
-1.900224421044573,-2.2533373501714586,7.908421323421312,A
-1.3624280570722853,-3.364188323799333,6.727633250917206,A
-1.5602349337418182,-1.5462968394441599,8.840303050315516,A
-3.3732046318479703,-2.914614507710093,5.085601010949409,A
-2.4352466812640543,-4.390454505512011,3.89649739422227,A
-2.973648659035838,-1.657470839131081,7.189979487612979,A
-2.819398284151672,-2.4077960357495045,6.605142547417672,A
-1.4132901582569386,-4.132139566608634,5.404074794572969,A
-2.077371672884624,-1.9408826732222664,8.127564585188374,A
-2.937280523451899,-4.134664447145388,3.8069611699557715,A
-2.127977382400843,-4.230203600117462,4.575843681302565,A
-1.837279026438206,-1.79305498779185,8.500709495293396,A
-3.7777799933451712,-2.0572801929266404,5.595892740969392,A
-3.6482396998524846,-3.222392292707668,4.21548554781448,A
-3.2051245128820964,-4.178877195469719,3.1315610864344343,A
-1.7470371161875573,-3.741234879309003,5.957567432632997,A
-1.2326981725585684,-3.491631157078949,6.641479099822954,A
-2.6856294923977546,-3.852790128644798,4.614336542134497,A
-1.288402442334065,-1.6193052036915438,9.09680188463917,A
-1.9797052678985336,-3.4011193794498644,6.26314176189716,A
-2.2273058053263446,-2.504944106442924,7.337882846808355,A
-2.8520011348573506,-3.7119940609704547,4.632828395729522,A
-0.607035793857454,-4.057599253389336,5.897949684422735,A
-0.9073595281433098,-3.395179330870805,7.047460302610101,A
-2.2111755386966747,-3.314941026367608,6.207377312570168,A
-2.1274773108006304,-3.952250426395492,5.000055267679157,A
-0.6307480661451744,-3.7617131052411477,6.581234933825538,A
-3.009090850131053,-3.425331134816437,4.825242992341851,A
-0.63782098851168,-3.158547945702182,7.5100382569061335,A
-0.8509168748132472,-3.3637303502407283,7.119931380084125,A
-2.315260585156701,-3.707482527769588,5.4649312532616925,A
-2.069610101237819,-1.6260092435208668,8.338710574935277,A
-2.3204132235244876,-2.416352888958239,7.393723450805858,A
-2.999080524670112,-3.614554474817068,4.692709108563873,A
-2.673103639852825,-1.7052092485395862,7.661904540093228,A
-2.3323247993933407,-3.6931861509126893,5.341640726414945,A
-0.7707147435483189,-2.4581538772119007,8.588630921034252,A
-2.0345318156523495,-2.3459270387164364,7.656944088562346,A
-0.3192669941944706,-1.8272949648832797,9.174026604609354,A
-0.7449847062191747,-2.8920091530428578,7.77107180431031,A
-1.066892847206233,-1.3999122857409114,9.251522190357488,A
-3.039074158338598,-1.5232928343055745,7.238338270281567,A
-1.9775489784670652,-1.771475246183969,8.389709544669499,A
-2.190430731643606,-2.799609817960489,6.967987874345189,A
-1.4489972634526656,-1.867152805849142,8.808557555835039,A
-1.8303789782644793,-3.7378264422076435,5.688561008256732,A
-0.09177406410676348,-1.4972794287526012,9.449165525536477,A
-0.3248620197433557,-3.319252836726548,7.278265723767033,A
-0.6355433207665241,-0.8722124414661218,9.914211802506383,A
-0.21685518674307813,-1.2277802090087278,9.684648434713042,A
-1.3854388945916898,-3.1297373793163055,7.162265094012493,A
-1.2603796903158329,-1.6956149673037908,8.98912025957691,A
-0.7792788998412759,-2.635004848211492,8.204919972857804,A
-2.1446285279789534,-3.198068471741225,6.386363454198659,A
-2.627720118878433,-0.9182372377119074,8.133861302180472,A
-1.9302389702763496,-1.953205962982323,8.222442771755595,A
-1.3912551729853244,-1.3158686215605826,9.179614328429054,A
-1.6753221504609845,-2.396866982359343,8.002901778272742,A
-2.299052143512414,-1.4759254903050643,8.255863566558208,A
-1.4296259720751658,-3.1499002705164383,7.202431903197882,A
-1.2792251190220312,-2.0107790638773717,8.745556521723923,A
-0.852167177494177,-2.7294551124444855,8.182666405152693,A
-1.4790843675248773,-0.8920013894763719,9.339465915889086,A
-0.3289100833860691,-2.4658686424817455,8.679244740438724,A
-2.4254189674501494,-2.271627113318991,7.39195238491255,A
0.013883305588137551,-2.3579772544953777,8.782905224053755,A
-2.0918790191043306,-1.318137239833256,8.60001222907034,A
-1.0019080745414155,-1.4790463603254973,9.265172473018115,A
0.21883976044489406,-1.2005400441152307,9.71768303971218,A
-1.453532772999767,-2.0262616580535893,8.676880972429668,A
-2.4118216721781445,-2.478483309445788,7.20815545107358,A
-2.395138291073165,-3.4927337315600524,5.600209870471757,A
-0.266477717279501,-1.7037713226105642,9.424857752046984,A
-0.7786742546445664,-3.362990239079372,7.0428893606545095,A
-0.6505713648120623,-1.3751634130738026,9.607535923256355,A
0.3170718094443148,-1.1500006632724262,9.737424665504925,A
-1.1257713142249532,-2.458363417845398,8.195253235843465,A
-1.2358675151530312,-2.460172896799053,8.258702828167907,A
-1.9752515479725181,-0.7649589322627703,9.035693795759006,A
0.679123207180837,-1.1868661113830976,9.558868098270406,A
-1.252406243045244,-0.937803124029668,9.512698495249403,A
-1.0376143324342775,-3.236584623884823,7.262503526671983,A
-2.1519313722782973,-1.5559697734895725,8.418624759310955,A
-1.740325082443272,-0.6571593767274968,9.236657219673514,A
0.6001087150176131,-1.6650567375430558,9.259864046436148,A
0.17213621877713392,-1.0411230832472995,9.933324738128027,A
-0.40125141422319466,-2.515617290202451,8.622873257635494,A
0.6625581843279701,-1.2113815191587634,9.572989869044685,A
-0.2548012143724021,-2.333160106945001,8.716664816472472,A
-0.3928332513863031,-2.598941044165769,8.378525148627304,A
-0.07939269520954628,-2.0137287989145767,9.198748425317076,A
-1.2210221555590515,-3.1790133439934065,7.305694138596754,A
-1.0954053052660795,-1.580199881765151,9.160593521220491,A
0.7979691281593676,-2.926505192714857,7.899463044797779,A
0.24700972971854862,-0.41144618633887764,10.059102323737712,A
-1.8916321998865717,-0.5065341302348053,9.273373873879143,A
-1.8907253286682684,-2.3878760269876445,7.723616637715203,A
0.08886888249356628,-0.8528113133302273,9.92276510989352,A
-1.0748323559468362,-1.6212757631995516,9.177124001605963,A
-1.3599076710448186,-1.9388929351257511,8.713784136463463,A
-1.5060077386805246,-2.880579755002748,7.419399934154681,A
0.15009051657218508,-1.3601478955170605,9.600730514341258,A
-1.5011729035101435,-2.5530005943726155,7.979794986558726,A
-0.9903822714269657,-2.1605224866048354,8.751919852313256,A
-0.5652170887017007,-0.8250678322412774,9.804136300866126,A
0.515393779193424,-0.8005378653570636,9.882734909476095,A
0.2613343039602172,-0.6701696989418591,9.912440419535955,A
-1.6276002250250539,-0.1543820083221935,9.392488352246584,A
0.3373457205006316,-0.533267627624534,9.93802378160616,A
1.0042178361362586,-0.08171228691836374,9.885897709552932,A
0.828474236714507,-0.8415298845359437,9.694196711003807,A
0.115305505911389,-0.525167087170237,9.994340538376463,A
-1.5104803183736664,-0.9649708339150729,9.283794258752899,A
0.06879498606038181,-0.47515401343677954,10.013398339416135,A
-0.6780256971728296,-0.235766026879623,10.017208261484825,A
-1.4768152375232058,-1.4117901935578625,9.205897252546116,A
-0.9098090922226838,-2.5105688617286104,8.44117981203363,A
-0.2431769936885544,-2.6614052031271243,8.439185514426123,A
-0.608341832694872,-2.7397043874758,8.165702908484644,A
0.8022690401664705,-2.630949772798576,8.145781771981152,A
-1.2442518902047564,-1.4788916338513327,9.228019481792028,A
0.2691699587257852,-0.9207010880458579,9.886619719704408,A
1.3546588640781514,-0.01089044929760441,9.734013412594893,A
0.8180876120630998,-1.7431077672444002,9.163998089826498,A
-1.0255331714643647,-0.8818936245776627,9.661181938558007,A
-1.0698825615852106,-1.651150728052313,9.168804706200492,A
-0.5425908241021808,-0.8932149619486971,9.86455161797998,A
0.07205827309654955,-0.7683301241933902,10.045185253859495,A
0.37559307011849485,-1.0557013669099373,9.831987410061483,A
-0.3816546542213368,-2.096672143966057,9.061458299461089,A
0.3890866116084686,-2.0841398835842306,8.891237902004981,A
0.18945042716185467,-2.1779924692556363,8.889816681873162,A
1.5382746798364646,-0.8552125096707193,9.246275063270954,A
-1.0393658450544438,-2.2795503277704854,8.615895705100659,A
1.2893731168227394,-2.467053686381397,8.098571846152753,A
1.2874787588879215,-2.501491350242429,8.126372061579879,A
1.7330059041433827,-0.6559686278793264,9.207573958157935,A
0.3894951358341956,-1.5158788994128818,9.463446437639272,A
1.735431187048965,0.20456061276512927,9.276307149198812,A
1.0940333320228122,-2.36870538375803,8.536368353687354,A
-0.8876026002375696,-1.7067365553848348,9.172563459841863,A
-0.00785736639284984,-0.8806129297186915,9.885274954082153,A
1.4920723611966142,0.45637846123548187,9.541341699540622,A
1.3157185099316213,0.5594588023722233,9.639844883054513,A
-0.7531722607536206,-0.685420834854289,9.925531934746358,A
1.984185864059763,-0.5855348402793972,9.033444134763787,A
-0.11346295522715,-2.150721404271434,8.971132426282358,A
0.42401818906987954,-1.8441215373546958,9.218809822695825,A
-0.31045356273369595,-1.4402372862594808,9.636655535083472,A
0.4668607950210788,-1.3805648437312072,9.715452206606098,A
-0.6570617731094885,-0.8557221668241257,9.764430643053906,A
1.4227154302987661,-0.7843112974951767,9.390848711069617,A
0.15199483197076225,-1.0131493589094331,9.880906913913842,A
0.886747595597198,-2.102345205224131,8.889060783399,A
0.9964985202487253,-1.3694342808635587,9.524795275256263,A
1.8761177443468302,-0.004204011161180521,9.14854950382377,A
1.9386680657181745,-1.2926181369674814,8.771259747764782,A
-0.19316565804944252,-0.5487978269151028,10.070547993763368,A
2.0026647420927737,0.7191020757639526,9.061578255480612,A
0.7740303568424725,-1.5078582061053503,9.377148153837913,A
2.0510419211193316,0.34698445515695386,8.991629855662884,A
1.5664677581678468,-1.5058284818993086,8.824147651604772,A
0.5604453086588934,-1.0306811363801611,9.857795516633416,A
2.068802607123346,-1.0696176295207902,8.813769815051916,A
0.6046324410863473,-0.02555483588974017,10.067120826455554,A
0.21521199238915445,-0.0027939592395221924,10.155914841435099,A
0.4816077067460256,-0.0688927119375281,10.083073827519819,A
1.2000709909423222,-1.692181194743135,9.04517422230147,A
1.7172927037352028,-0.6214251653766207,9.299406454883256,A
2.4318836551271352,-1.0558193622937804,8.422617251445654,A
1.6115773195404484,-1.0392381795847925,9.096912288755515,A
0.6015516591493646,-1.5503835008691902,9.452913939036696,A
2.348239225977645,-1.638699718415558,8.113363670683423,A
1.1010952092796333,0.9483493565096395,9.531127219120824,A
1.0547721329753652,-0.6688640425905399,9.77920260321935,A
2.713153524860973,-0.24906937853725974,8.29079610679408,A
0.12886802165776468,0.5913706337768498,10.038984862097138,A
0.7720282992992242,-0.14929716721527675,9.994496473913305,A
1.1848759448472004,-1.3844612378464394,9.28687021006675,A
0.14033551900750263,-0.603270969573348,10.06750077939256,A
0.6496492415122597,-1.3233952429102063,9.656669405366051,A
0.641240112490506,0.31351430629545674,9.961263571639428,A
0.0879582449318348,-0.3163085928440199,10.073382859971433,A
3.0091737227724265,-0.5133987675496092,7.777845220868041,A
2.404205665637246,0.6785196263667296,8.534878541110125,A
2.6220505034988757,1.0648934310120115,8.072156070878219,A
0.8900229756651994,0.992217418878873,9.558955127745605,A
2.9800331866011023,-0.9485860668792023,7.778754001021875,A
3.0422553119701132,-1.4108481801795327,7.392305073919346,A
1.6601181925503243,0.9422533004219276,9.16250975295086,A
1.5328262845977996,-0.4160729562364205,9.577914775790688,A
1.709449112445601,0.11999848810216007,9.408973588079427,A
1.437593999173663,-1.5526999946792683,8.932294198190574,A
0.4791143505504962,0.551837482925039,10.074598004960004,A
2.6141238619219265,-0.5697707925925262,8.288687868064354,A
1.4410521332234854,1.2186542129210518,9.298033044748578,A
1.3449121548806175,-0.1344788924518685,9.623667987079891,A
0.6836605313756974,-0.5901768310839377,9.933912762393625,A
0.5400186572876411,-1.0708919896970976,9.661545578552422,A
1.9096021333806243,-0.24979429924497643,9.089778838172395,A
2.759087008248555,0.44632344342430486,8.278210039405787,A
2.205414925281651,-1.2885281295980824,8.505240618082041,A
1.2331270617858876,-0.8413371219393522,9.578008544004826,A
1.0560866979420238,-0.8807267119325948,9.590797021046226,A
2.2739241248560296,-0.38265534617529307,8.776029213226138,A
2.4171147211110933,0.9655343472922933,8.46866819781417,A
1.5597722804763805,0.952673275797159,9.19093540020386,A
3.5345038009577174,0.694827397728315,6.8452862921161435,A
1.2830749833003003,0.42594822827911094,9.66515366351543,A
1.3031710412088082,-0.10907147436556652,9.74001428092495,A
3.1794630056077176,-0.008312152118020055,7.558269227653886,A
1.8821675006816299,0.25607521770189856,9.331868037670755,A
1.2571113382066326,0.9622429797193828,9.4327910515221,A
1.920999042902015,-0.014594324080984489,9.236599109679322,A
2.569843309912345,0.3034089693827462,8.433336399357836,A
1.2488546430006888,1.6287260993817052,9.084971224007331,A
0.8911894586619171,-0.3097897190487129,9.889849103326922,A
1.474565966406808,0.8842789396248668,9.43662481828994,A
3.3108259861956117,1.3043252921992252,6.9424640181530215,A
1.2611163377164587,0.37738267862757713,9.644574417948693,A
0.8738643191505409,0.31722252008734997,9.792011094373192,A
3.8515665563590273,-1.2275466824378318,6.10472714092289,A
1.822586255112013,0.8028158282185713,9.143831334969919,A
1.2871587098582702,-1.1892728937607573,9.438186116104454,A
1.7192252328610769,-0.6860915113680424,9.337003770084888,A
1.0270818495171716,-0.8533028483554554,9.67049518300209,A
2.380852085464757,-0.4339515396943172,8.68872336785456,A
2.669677443050343,-0.44397599473959026,8.269741461243434,A
3.809813973799521,0.7346830229881243,6.481822692746313,A
1.3867617948318145,-0.5604489173401612,9.657791029104185,A
1.769216695125674,1.0061440801651012,8.977334026149919,A
1.3352993238596613,1.1033482930046365,9.439096674814754,A
2.9562580509458813,-1.023287165868724,7.6554379787162325,A
3.1729824996905096,-0.04711994397889763,7.593479420554235,A
2.75955939892492,0.10059031327550483,8.12754311268566,A
1.4804679247703598,0.8684058097779745,9.461276652416375,A
3.3684655185361403,1.924907374671176,6.3873753589990905,A
2.5237400844122897,1.4042860719024675,7.981730611681252,A
3.52087086699418,1.7420265212456303,6.306338474061572,A
3.6764410967610264,0.6839357926914058,6.67049618271583,A
4.082610065711799,-0.07276037317178963,5.95693621225561,A
3.417071669330734,0.5540589064065413,7.210277374431659,A
2.993787605098146,-0.02889152772656578,7.764245199460334,A
2.82665477583663,1.851526982925905,7.244612095053835,A
2.1134321088566437,1.6335185047947178,8.27969728064948,A
2.8773857808085683,0.2527993050361177,8.11190367529533,A
2.9556827463771516,0.135889206220561,7.960113804342179,A
4.052650611141231,1.4559635136458695,5.592108813660335,A
1.8502503201974205,1.2729965960569065,8.804589641914813,A
3.987922510439142,2.170870279232271,4.976418019894743,A
2.323493433250008,1.473121011093692,8.120658764097165,A
2.8472269988969128,0.031931911439255334,8.00621049482545,A
1.7772581327337633,-0.392151863861975,9.324461220189512,A
2.007278656245544,1.6275339534040616,8.403510357343698,A
3.110580160749648,8.42235543458969e-05,7.596506861199577,A
1.8351283044630597,0.7475109775880986,9.06029370539297,A
2.2834992149264903,0.2953394330312036,8.744274768541993,A
3.383790532524936,-0.558152987363755,7.274249293303405,A
2.5897011571580446,2.0961155162822678,7.308053808702728,A
3.9223438579992083,-0.38343491487140025,6.128920030477028,A
4.523255293507079,1.064219708876301,4.723793995433171,A
3.3502567258708975,1.0097626165764977,7.0394783000717105,A
2.5225709746832865,1.0043445486677063,8.360596460775259,A
1.892061410729196,0.43656208076479364,9.185562422760158,A
3.115419708356473,1.88628925693294,6.87061613276623,A
4.493072365898452,0.8497341094779103,4.9955421080091815,A
3.7973498275907773,1.7461051266227283,5.63432296474124,A
4.0460870234377415,-0.14730336722903692,6.130228891003071,A
4.902166490431885,1.2068670571555746,3.70068389381973,A
2.9457227839313487,1.823507696615336,7.120678190914162,A
3.5968768116760987,0.03833453058607139,6.81625996962708,A
4.486612071740099,-0.2377674277298274,5.105702107884031,A
3.766909905387149,0.2801277724271447,6.644419738953676,A
4.736278013964841,2.518778926398485,2.8690631935364213,A
2.832929013510779,1.942386558521843,7.298036046368909,A
4.2813545453871695,-0.42415049646708125,5.506417034925638,A
4.9946812623325405,-0.3062736492351834,3.829969256646603,A
2.476635561656707,2.441358554098838,7.222631186084294,A
4.1022016550636495,-0.20688989831320992,6.0140791544705845,A
3.758935116366547,1.7775438863703532,5.860609162840015,A
3.7217744823482795,-0.047760634826512494,6.592451226291463,A
3.2769580914656258,-0.14336300138571278,7.475566976287695,A
3.2659323713867368,1.0028489884748168,7.309231915765309,A
3.7352447188788442,1.5255824215500953,5.995364463590412,A
4.2281868426797935,1.34629538063063,5.225179306082574,A
2.4962954829563744,2.6790048133546187,6.8667429254844805,A
3.010797544533998,1.82077573223174,7.049730868271608,A
4.679311409831878,1.8953206016337183,3.83487814623979,A
5.33947604217781,0.10115669616624734,2.888749666992588,A
2.7903366613302527,-0.01894287862881683,8.154195362224453,A
2.597238114498034,2.210234352712707,7.3099743728406725,A
4.646988334170201,0.21617322881584577,4.635003719112543,A
5.201020185748108,1.595863639391205,2.8222301037949498,A
4.877027069034467,2.61708561642374,2.386129119379162,A
2.7648998545424845,0.6960244296307927,7.9908737220755715,A
5.501897478104521,1.2944899608608118,2.113351926225876,A
4.180872388374165,1.9457978429617215,4.746787037276586,A
2.725102137061512,1.4480860004423506,7.784085241668603,A
5.297209985242838,2.613108896257504,1.4059920614916965,A
5.557096234582583,-0.018795134277756365,2.28368006832432,A
3.1879943593384574,1.067423931563933,7.268730477588173,A
4.396474556172452,1.3907874491995385,4.786198281064256,A
5.08503617576431,1.4267236883115566,3.2735813312525037,A
5.4581213669205475,1.2189631064888755,2.2434968527557935,A
3.5025229368855038,0.6454453895300594,6.985435032669843,A
5.386748763471345,1.566474360186192,2.252829705893573,A
3.505005927206179,2.130383315963436,5.838868030743331,A
3.0154739953709755,0.2745733268774124,7.8630621810687,A
2.9157994406366154,2.8394534199619943,5.9354472006549335,A
3.4612156315432134,2.468622480859439,5.5268709078582905,A
3.0553933025480005,0.3027639864430749,7.816759620666225,A
4.616091433301419,2.971386334194887,2.5510548480620407,A
5.365316474122208,2.212344372389638,1.6788953320772126,A
3.4468316931168004,3.0133737195109025,5.000386144252053,A
4.824698229997892,2.8471833155047093,2.2723131234370832,A
4.14797929951855,2.2495108759950724,4.556635515666278,A
4.122424857873487,1.9043612759133495,5.041069878686113,A
4.603715298522151,0.8387971669757985,4.636675639890547,A
3.5839273831679646,1.322761995357728,6.461888570694313,A
6.040138982270499,1.4426243365499913,0.5839753628654769,A
5.172829860087239,2.0711450653111747,2.452948206358215,A
4.5121037043834065,1.0657269403831569,4.695521747671392,A
3.6517370954451316,2.869749283605265,4.699681555317847,A
5.930054038735624,2.1065402338403696,0.261396709546144,A
4.095033492171082,1.374742883810669,5.52158026789138,A
3.520479841179838,0.910292356150971,6.85996379143415,A
3.525257027993551,1.8748946420585058,6.247540289428416,A
3.8609777930206635,3.0433402362939943,4.1319035470436445,A
5.140390611933929,2.681815402676271,1.6690947209608034,A
6.117045653410974,3.263886857074988,-1.798569600228907,A
5.526486236338613,1.1374699761033398,2.1616385636992996,A
3.9363252099477766,3.3957526880502256,3.3721453730250115,A
6.380986011589368,2.9312394073042958,-2.2792801118758685,A
3.6849664514995895,2.6837260520484816,5.026456989898027,A
5.970705503312672,2.777323025657757,-0.7416787747170268,A
5.337418000675832,2.6359770364657678,1.386849282868761,A
4.808804783384926,2.040135048584196,3.1913155594121525,A
3.7804562075015924,1.6951908069368422,5.890857573796904,A
-2.5400388390266375,1.1987059527113262,-1.0599798063578354,B
-0.9434991043592591,0.7987088054049805,-3.713357321711928,B
-0.14933214560325325,3.0559908435293304,-0.028101584465503482,B
-2.55149454067201,1.2657763018613082,-1.7066829988653573,B
-2.851795114624273,0.28894174062330436,-1.1026191817656859,B
0.32642766470308415,-0.02332927286655151,-1.4519509726770488,B
0.36173471897415244,0.08034114295672357,-3.322230477907759,B
-2.024729338100409,-0.15028296334957236,-1.0310434647201019,B
-0.3565364820829693,1.925554383342762,0.4875383719534234,B
-1.0779106911805387,-0.6170586838079224,-2.523002110122509,B
-1.1547399068627353,2.8479093307475494,-1.814171676866624,B
-1.7806520975266107,2.4555934598278397,-2.5707894100727726,B
0.5227425649674422,1.1423746050008758,-3.414356373307184,B
0.35238562886669933,1.6674599756296065,-2.5315673201833935,B
-2.6232881587644705,-0.5451625184225763,-3.1017534217726457,B
-1.6646297469852227,3.0725139547338074,-0.1351212918774598,B
-0.6706576679345506,0.21506287805247348,-2.330402228516961,B
-2.105278761991965,0.6058774850781052,-2.3251288665301253,B
-0.7282195798125493,1.874581732800865,-2.848529249228559,B
-1.966732025647242,0.07257491368825075,-3.7495059945509386,B
-2.59917601777936,0.25221715475032935,-4.2256413654058225,B
-0.3875888027648646,2.8021851822074035,0.8092449268950928,B
-1.7442812055826762,1.0908028172475994,-0.9624452629612574,B
0.2331326852552167,-0.5198904991371593,-2.279552861661187,B
0.539201065707418,-0.26699615046454506,-2.625370232344731,B
0.5853630219524593,-0.7890532226373583,-1.4888566075611136,B
-1.8255851888724925,1.915594453184378,-1.243185325985074,B
-1.0682411462200916,1.9574659055192773,-1.8002325709843525,B
-1.9115657777521693,1.2498745760513064,-1.0490008791114174,B
0.8166834362534214,0.7274245231828824,-0.9065496783418103,B
-0.42446026936084813,0.9117793852993001,-3.1539842061671535,B
-2.333533176590728,2.990880663252933,-1.1175504779897176,B
-0.03463553552556364,0.6670661973484573,-3.098021745296155,B
-2.2730346029322517,0.3301109251792065,-0.6873841392233766,B
-2.591837639204414,0.2115899123918621,-1.6053683667409921,B
-2.3022177910504045,1.5972808510786933,-1.6561288675991679,B
1.1413221707775523,-0.35350134382140475,-0.32503077281921744,B
-0.07672511258571002,0.06409858232377896,-0.13788711426445222,B
-2.097583867177923,2.3576577433745434,-2.9299111222452905,B
1.205972704519773,1.8325202770476676,0.6171266353298863,B
-1.3090701641030469,2.139609926170468,0.5720864537164818,B
-1.3327408348479333,0.630527409480901,-2.9184263928308267,B
-0.30273260611216735,2.833193692942329,0.9601400124479245,B
0.34825082777461147,-0.8345269494709675,-0.4055813668260062,B
-1.8635110709535825,-0.11735551381538833,-1.214720902822132,B
-0.7031474746658564,1.027074104168873,-1.8436842086017045,B
-0.5034500115713381,-1.1324953919260161,-0.7956739391588297,B
-1.3127233641656053,1.0789388610971353,0.1856947939804554,B
-0.059286787662911955,1.1056167058380684,-0.18501552765625817,B
0.2570882642403005,-0.2695801011823322,-0.1494418084999154,B
1.1410664412967941,1.6423360332357064,0.007302781143457615,B
-1.6379840018781469,0.8591643869323287,-0.3766107314467799,B
-0.6275134612492597,0.2720723633990234,-1.058113837360684,B
1.0886218790055808,-0.3156329783347105,-3.8378086736721464,B
-2.0688048014161167,1.1028928226130743,-0.6030321844233133,B
1.308284695055214,2.3406412428118535,-0.06439375362137056,B
1.0306471397573675,2.0785646929231447,-1.3208891148990158,B
-1.0132939952601685,1.851364383909671,-0.99481182038864,B
-0.6107499538519954,2.5359395055788556,-2.709099488259201,B
-0.42217140778385276,0.06792585632534065,-2.949678678075709,B
-0.3512967128642819,2.0534520599361343,-3.035280498097092,B
-2.186825849630023,-0.3076472055511599,-2.3306397530337146,B
-2.2849412196400682,1.448790051384361,-0.9840605728715732,B
-0.6723629456593345,0.7749129219624917,-1.5825529535410592,B
-0.45390221139567943,1.4993444892903542,-0.49469721046877213,B
-0.13602313461370463,-0.8267486084913558,-3.024620659354372,B
-2.3302626642807316,2.1664654505755183,-3.30165980867336,B
-1.4409193761008883,1.3358399065714543,-1.7860678526715787,B
-1.0311442233129466,2.171583704306307,-0.16007660575643712,B
-0.5155017375587612,-1.2194636564039314,-3.4590845604796394,B
0.8442249722239459,1.3659430976090572,-3.0468293405536073,B
-0.9596664042278702,1.3031005589150162,-0.02920363143680893,B
-1.2374123129156644,-1.5627704655913575,-1.6668938594928377,B
-0.07818590407364989,1.7399891812971595,-2.7313057262836726,B
0.7142424749415475,-0.96799769990554,-3.2385173790699477,B
0.27472501847392583,-0.09011539181110129,-1.952690914259541,B
-2.237373087507646,1.481087747290447,-1.8347330793123802,B
0.20421789905123,1.8891536119806966,-0.5571345997420565,B
-0.020312988087733963,0.4327034978700597,-1.828262019616151,B
-0.24060393153638526,-0.17025309994277427,-0.7591350840845892,B
-0.8862277699014007,2.2787164232887074,-2.08098426223409,B
-1.9062478778177399,1.5435347674998026,-1.1882217177385637,B
-0.7886297968788534,-0.18387032142473791,-3.7987210756058007,B
